Region1,Region2,Year,Crop,Area planted,Production,Yield
snnpr,north omo,2002,corn,39929.09,65062.371,1.62944787872701
snnpr,keficho shekicho,2002,corn,19652.22,38698.123,1.9691476586360201
tigray,west tigray,2002,corn,23712.84,46653.097,1.96741921254476
oromia,borena,2002,corn,27669.85,44483.551,1.6076542156896398
oromia,west shewa,2002,corn,72474.91,204138.87399999998,2.81668337359784
somali,liben,2002,corn,2858.2,1724.2,0.603246798684487
snnpr,gurage,2002,corn,37906.6,67603.55900000001,1.78342449599806
snnpr,kembata alaba tembaro,2002,corn,22749.54,40381.21,1.77503413255828
gambela,gambela regroup,2002,corn,5369.69,11338.406,2.11155690551969
oromia,east wellega,2002,corn,76187.3,214625.889,2.8170822302404703
oromia,west wellega,2002,corn,83607.16,185795.03,2.22223826284734
oromia,oromia regroup,2002,corn,226620.35,495055.36100000003,2.1845141488838
benshangul gumuz,benshangul gumuz regroup,2002,corn,15319.8,28365.08,1.85153069883419
amhara,south wollo,2002,corn,13352.55,21488.043999999998,1.6092839195509498
benshangul gumuz,metekel,2002,corn,5831.95,13678.419,2.3454280300757
addis ababa,region 14,2002,corn,64.95,19.041,0.293163972286374
tigray,central tigray,2002,corn,19377.67,27767.966,1.43298786696233
tigray,east tigray,2002,corn,3113.69,4811.875,1.54539308665924
tigray,south tigray,2002,corn,7107.67,10620.146999999999,1.4941812155038101
afar,zone 1,2002,corn,5654.95,4972.389,0.8792984907028359
afar,zone 3,2002,corn,953.91,1171.485,1.2280875554297601
amhara,north gondar,2002,corn,35568.7,59423.426,1.67066623182742
amhara,south gondar,2002,corn,33941.09,54746.797,1.6129946622221003
amhara,north wollo,2002,corn,6523.4,7027.602,1.07729128981819
amhara,north shewa,2002,corn,8024.93,7872.4980000000005,0.981005192568658
amhara,east gojam,2002,corn,46930.47,95556.569,2.0361306630852
amhara,west gojam,2002,corn,111417.75,289770.597,2.6007579312991003
amhara,wag himra,2002,corn,1296.14,854.32,0.659126328945947
amhara,awi,2002,corn,34085.13,106725.979,3.1311595114937205
amhara,oromia,2002,corn,7138.02,7977.885,1.11766077988013
oromia,ilubabor,2002,corn,71933.55,141925.832,1.9730130377271797
oromia,jimma,2002,corn,103963.08,249287.542,2.39784683177913
oromia,north shewa,2002,corn,5340.7,8004.559,1.49878461624881
oromia,west hararge,2002,corn,42379.9,70429.017,1.6618495324434501
oromia,east hararge,2002,corn,36497.87,71454.631,1.95777537154908
somali,shinile,2002,corn,63.6,78.8,1.23899371069182
somali,jijiga,2002,corn,18552.0,25173.0,1.35688874514877
snnpr,hadiya,2002,corn,21872.69,33749.05,1.54297665262023
snnpr,sidama,2002,corn,25348.82,44760.93,1.7657993547628603
snnpr,gedeo,2002,corn,4857.81,10085.261,2.0760921073487903
snnpr,south omo,2002,corn,5394.58,7846.71,1.45455438606898
snnpr,bench maji,2002,corn,9570.78,15477.33,1.6171440572241798
snnpr,yem,2002,corn,1704.55,2239.0460000000003,1.3135701504796002
snnpr,segen,2002,corn,7723.66,6393.565,0.827789545370977
harari,harari,2002,corn,765.0,918.6,1.2007843137254899
harari,harari,2001,corn,1080.0,960.0,0.8888888888888891
harari,harari,2004,corn,925.0,1205.3,1.3030270270270299
harari,harari,2005,corn,1149.0,1014.8,0.8832027850304609
harari,harari,2006,corn,933.06,1214.117,1.30122071463786
harari,harari,2007,corn,1366.38,2212.699,1.6193877252301698
dire dawa,dire dawa,2001,corn,370.0,410.0,1.1081081081081101
dire dawa,dire dawa,2002,corn,465.0,539.3,1.1597849462365601
dire dawa,dire dawa,2004,corn,184.0,234.9,1.27663043478261
dire dawa,dire dawa,2005,corn,281.0,307.1,1.09288256227758
dire dawa,dire dawa,2006,corn,106.41,129.51,1.21708486044545
dire dawa,dire dawa,2007,corn,335.48,374.977,1.11773280076309
snnpr,north omo,2001,corn,116020.0,173284.0,1.4935700741251499
snnpr,keficho shekicho,2001,corn,22030.0,41475.0,1.8826600090785302
tigray,west tigray,2001,corn,26550.0,46066.0,1.735065913371
oromia,borena,2001,corn,45340.0,67177.0,1.4816277018085602
oromia,west shewa,2001,corn,54090.0,117242.0,2.16753558883343
snnpr,gurage,2001,corn,47810.0,98235.0,2.0546956703618497
snnpr,kembata alaba tembaro,2001,corn,33180.0,65205.0,1.96518987341772
oromia,east wellega,2001,corn,113080.0,264730.0,2.3410859568447098
oromia,west wellega,2001,corn,106230.0,212111.0,1.99671467570366
oromia,oromia regroup,2001,corn,211970.0,374236.0,1.7655139878284698
benshangul gumuz,benshangul gumuz regroup,2001,corn,15950.0,24705.0,1.54890282131661
amhara,south wollo,2001,corn,16170.0,16632.0,1.02857142857143
benshangul gumuz,metekel,2001,corn,10710.0,22674.0,2.11708683473389
tigray,central tigray,2001,corn,17980.0,25537.0,1.4203003337041202
tigray,east tigray,2001,corn,1700.0,2743.0,1.6135294117647099
tigray,south tigray,2001,corn,9450.0,11713.0,1.2394708994708998
afar,zone 1,2001,corn,3650.0,6886.0,1.8865753424657499
afar,zone 3,2001,corn,3100.0,409.0,0.131935483870968
amhara,north gondar,2001,corn,44770.0,60726.0,1.35639937458119
amhara,south gondar,2001,corn,40580.0,39345.0,0.9695662888122231
amhara,north wollo,2001,corn,8080.0,12124.0,1.50049504950495
amhara,north shewa,2001,corn,11540.0,15294.0,1.32530329289428
amhara,east gojam,2001,corn,54600.0,91907.0,1.68327838827839
amhara,west gojam,2001,corn,146470.0,315523.0,2.15418174370178
amhara,wag himra,2001,corn,1530.0,789.0,0.515686274509804
amhara,awi,2001,corn,39070.0,74909.0,1.9173022779626299
amhara,oromia,2001,corn,14940.0,21635.0,1.4481258366800502
oromia,ilubabor,2001,corn,75090.0,154901.0,2.06287122120123
oromia,jimma,2001,corn,119050.0,286202.0,2.4040487190256203
oromia,north shewa,2001,corn,3410.0,4043.0,1.1856304985337198
oromia,west hararge,2001,corn,80450.0,124384.0,1.5461031696706
oromia,east hararge,2001,corn,62540.0,119698.0,1.91394307643108
somali,shinile,2001,corn,110.0,90.0,0.818181818181818
somali,jijiga,2001,corn,22140.0,17307.0,0.7817073170731709
snnpr,hadiya,2001,corn,28550.0,47418.0,1.66087565674256
snnpr,sidama,2001,corn,48130.0,77703.0,1.61444005817577
snnpr,gedeo,2001,corn,9220.0,16487.0,1.7881778741865502
snnpr,south omo,2001,corn,14890.0,18383.0,1.23458697112156
snnpr,bench maji,2001,corn,12960.0,27643.0,2.1329475308642
snnpr,yem,2001,corn,2060.0,3816.0,1.85242718446602
snnpr,keficho shekicho,2004,corn,13768.0,25401.2,1.84494479953515
tigray,west tigray,2004,corn,22348.0,38302.9,1.71392965813496
oromia,borena,2004,corn,40560.0,72152.2,1.77890039447732
oromia,west shewa,2004,corn,68298.0,134362.2,1.9672933321619999
somali,liben,2004,corn,4610.0,536.0,0.116268980477223
snnpr,gurage,2004,corn,44327.0,102249.5,2.306709229138
oromia,east wellega,2004,corn,87690.0,179095.3,2.04236857110275
oromia,west wellega,2004,corn,92029.0,179523.9,1.95073183453042
oromia,oromia regroup,2004,corn,214188.0,478215.2,2.2326890395353596
benshangul gumuz,benshangul gumuz regroup,2004,corn,18910.0,27565.5,1.45772078265468
amhara,south wollo,2004,corn,10164.0,14163.0,1.3934474616292802
benshangul gumuz,metekel,2004,corn,6768.0,16445.9,2.4299497635933798
addis ababa,region 14,2004,corn,66.0,20.3,0.307575757575758
tigray,central tigray,2004,corn,12763.0,15683.5,1.2288255112434399
tigray,east tigray,2004,corn,2575.0,3683.4,1.43044660194175
tigray,south tigray,2004,corn,5936.0,6114.4,1.0300539083558
afar,zone 1,2004,corn,7029.0,20474.1,2.9128040973111404
afar,zone 1,2005,corn,6144.0,12737.0,2.0730794270833304
afar,zone 3,2004,corn,798.0,808.1,1.01265664160401
amhara,north gondar,2004,corn,35328.0,46533.7,1.31719033061594
amhara,south gondar,2004,corn,25262.0,29807.2,1.1799224131106
amhara,north wollo,2004,corn,5635.0,5971.7,1.05975155279503
amhara,north shewa,2004,corn,5643.0,6811.8,1.2071238702817702
amhara,east gojam,2004,corn,27081.0,39619.6,1.4630035818470501
amhara,west gojam,2004,corn,107384.0,237416.8,2.21091410265961
amhara,wag himra,2004,corn,1810.0,1591.6,0.8793370165745859
amhara,awi,2004,corn,33646.0,72094.7,2.1427420792962
amhara,oromia,2004,corn,6243.0,10401.3,1.66607400288323
oromia,ilubabor,2004,corn,67865.0,117124.4,1.72584395491048
oromia,jimma,2004,corn,113665.0,212861.9,1.87271279637531
oromia,north shewa,2004,corn,5305.0,5626.5,1.0606032045240301
oromia,west hararge,2004,corn,54259.0,88581.8,1.63257339796163
oromia,east hararge,2004,corn,42505.0,84014.6,1.97658157863781
somali,shinile,2004,corn,86.0,73.5,0.854651162790698
somali,jijiga,2004,corn,17350.0,11005.0,0.6342939481268011
snnpr,hadiya,2004,corn,26943.0,41768.3,1.5502468173551598
snnpr,sidama,2004,corn,37562.0,74549.4,1.9847026249933402
snnpr,gedeo,2004,corn,6235.0,10792.2,1.7309061748195702
snnpr,south omo,2004,corn,8591.0,9701.7,1.1292864625771202
snnpr,bench maji,2004,corn,8746.0,9004.5,1.0295563686256601
snnpr,yem,2004,corn,1969.0,2406.1,1.22199085830371
snnpr,keficho shekicho,2005,corn,13719.0,31947.6,2.3287120052482004
tigray,west tigray,2005,corn,24212.0,34209.8,1.41292747397984
oromia,borena,2005,corn,41380.0,62386.2,1.50764137264379
oromia,west shewa,2005,corn,66619.0,122645.3,1.84099581200558
somali,liben,2005,corn,5532.0,1841.7,0.33291757049891496
snnpr,gurage,2005,corn,40331.0,58452.9,1.44932930004215
snnpr,kembata alaba tembaro,2005,corn,12804.0,20493.4,1.6005467041549502
gambela,gambela regroup,2005,corn,6144.0,12737.9,2.07322591145833
oromia,east wellega,2005,corn,79683.0,183284.6,2.30017193127769
oromia,west wellega,2005,corn,105698.0,223147.4,2.11117901947057
oromia,oromia regroup,2005,corn,226211.0,390291.1,1.7253409427481399
benshangul gumuz,benshangul gumuz regroup,2005,corn,19353.0,32333.9,1.67074355397096
amhara,south wollo,2005,corn,8723.0,8538.6,0.9788604837785171
benshangul gumuz,metekel,2005,corn,8059.0,17685.0,2.1944409976423898
addis ababa,region 14,2005,corn,13.0,10.4,0.8
tigray,central tigray,2005,corn,14647.0,13420.2,0.9162422339045541
tigray,east tigray,2005,corn,3069.0,2544.0,0.8289345063538609
tigray,south tigray,2005,corn,5271.0,3744.2,0.710339594004933
afar,zone 3,2005,corn,719.0,393.2,0.546870653685675
amhara,north gondar,2005,corn,40593.0,78372.3,1.93068509348903
amhara,south gondar,2005,corn,30963.0,33021.2,1.06647288699415
amhara,north wollo,2005,corn,5404.0,3596.3,0.665488527017024
amhara,north shewa,2005,corn,5650.0,6946.4,1.2294513274336298
amhara,east gojam,2005,corn,27242.0,49176.7,1.80517950223919
amhara,west gojam,2005,corn,116698.0,225835.0,1.93520882962861
amhara,wag himra,2005,corn,2658.0,1153.3,0.433897667419112
amhara,awi,2005,corn,40035.0,82091.9,2.0505033096041
amhara,oromia,2005,corn,7276.0,8449.9,1.16133864760858
oromia,ilubabor,2005,corn,72572.0,114347.3,1.57563936504437
oromia,jimma,2005,corn,101712.0,232536.8,2.28622778039956
oromia,north shewa,2005,corn,5638.0,6684.6,1.1856332032635701
oromia,west hararge,2005,corn,47415.0,57950.0,1.22218707160181
oromia,east hararge,2005,corn,44758.0,59374.5,1.32656731757451
somali,shinile,2005,corn,129.0,18.9,0.146511627906977
somali,jijiga,2005,corn,19999.0,8500.5,0.42504625231261606
snnpr,hadiya,2005,corn,23474.0,40876.1,1.7413350941467198
snnpr,sidama,2005,corn,31316.0,60972.5,1.9470079192744898
snnpr,gedeo,2005,corn,9731.0,17361.5,1.7841434590484
snnpr,south omo,2005,corn,10262.0,19343.7,1.88498343402845
snnpr,bench maji,2005,corn,8198.0,6990.2,0.852671383264211
snnpr,yem,2005,corn,1601.0,2228.8,1.39212991880075
snnpr,segen,2005,corn,10422.0,11311.4,1.08533870658223
snnpr,north omo,2006,corn,33493.54,52012.691,1.5529170998347699
snnpr,keficho shekicho,2006,corn,14900.61,34768.602999999996,2.33336776145406
tigray,west tigray,2006,corn,19997.17,36291.703,1.81484195013594
oromia,borena,2006,corn,34053.47,58870.504,1.72876667194268
oromia,west shewa,2006,corn,79929.36,208181.24300000002,2.60456536872058
snnpr,gurage,2006,corn,43295.07,85881.885,1.98364120903373
snnpr,kembata alaba tembaro,2006,corn,14367.73,25784.083,1.79458292994092
gambela,gambela regroup,2006,corn,5842.0,12558.4,2.14967476891476
oromia,east wellega,2006,corn,109482.61,290644.811,2.6547121136407004
oromia,west wellega,2006,corn,111729.01,279272.52,2.4995524438997503
oromia,oromia regroup,2006,corn,235743.95,602531.493,2.55587256003813
benshangul gumuz,benshangul gumuz regroup,2006,corn,20114.57,37139.093,1.84637767548598
amhara,south wollo,2006,corn,10579.45,17037.318,1.61041623146761
benshangul gumuz,metekel,2006,corn,11606.19,25523.725,2.1991476100253395
addis ababa,region 14,2006,corn,11.72,5.347,0.45622866894197905
tigray,central tigray,2006,corn,14939.73,25228.845,1.6887082296668
tigray,east tigray,2006,corn,5524.27,8903.315999999999,1.6116728545128998
tigray,south tigray,2006,corn,5730.85,9909.018,1.72906601987489
afar,zone 1,2006,corn,11985.14,33634.744,2.8063705555379395
afar,zone 3,2006,corn,791.23,1093.012,1.38140869279476
amhara,north gondar,2006,corn,48214.61,96498.429,2.00143543627129
amhara,south gondar,2006,corn,39053.03,59083.949,1.5129158736210702
amhara,north wollo,2006,corn,6268.33,8266.498,1.3187719855208602
amhara,north shewa,2006,corn,5652.36,10562.706,1.86872492197949
amhara,east gojam,2006,corn,37760.48,67690.87400000001,1.79263807027877
amhara,west gojam,2006,corn,133775.5,323513.07899999997,2.4183283112378597
amhara,wag himra,2006,corn,2172.96,2449.002,1.12703501214933
amhara,awi,2006,corn,52687.55,132286.762,2.51077839072039
amhara,oromia,2006,corn,4919.24,8291.533000000001,1.68553130158317
oromia,ilubabor,2006,corn,70124.19,145532.03699999998,2.07534713769956
oromia,jimma,2006,corn,110206.2,258677.768,2.3472161094384902
oromia,north shewa,2006,corn,5870.05,6196.231,1.05556698835615
oromia,west hararge,2006,corn,44046.47,74317.864,1.68726038658717
oromia,east hararge,2006,corn,56910.85,107523.957,1.88934020489942
somali,shinile,2006,corn,67.83,79.362,1.17001326846528
somali,jijiga,2006,corn,20011.91,13640.53,0.6816205949357161
snnpr,hadiya,2006,corn,20713.95,37547.492,1.81266692253288
snnpr,sidama,2006,corn,40046.62,84651.306,2.11381899396254
snnpr,gedeo,2006,corn,6361.65,12306.923999999999,1.93454905566952
snnpr,south omo,2006,corn,9578.11,9427.903,0.9843176785399209
snnpr,bench maji,2006,corn,9789.35,18878.852,1.9285092472942502
snnpr,yem,2006,corn,2025.4,3939.071,1.94483608176163
snnpr,segen,2006,corn,11825.36,8817.08,0.745607744711366
snnpr,north omo,2007,corn,45139.21,71768.805,1.58994375400013
snnpr,keficho shekicho,2007,corn,19743.77,48113.718,2.4369063253877004
tigray,west tigray,2007,corn,25828.68,52297.871,2.02479844111275
oromia,borena,2007,corn,38755.47,80967.33,2.0891845718810798
oromia,west shewa,2007,corn,78245.12,182684.703,2.3347743987101097
snnpr,gurage,2007,corn,42880.3,99330.71800000001,2.31646509002969
snnpr,kembata alaba tembaro,2007,corn,12894.5,28057.937,2.1759616115398
gambela,gambela regroup,2007,corn,5842.0,12558.4,2.14967476891476
oromia,east wellega,2007,corn,117730.49,318516.271,2.70546967909502
oromia,west wellega,2007,corn,108534.94,263997.929,2.43237734318552
oromia,oromia regroup,2007,corn,261454.2,638694.123,2.4428527941031404
benshangul gumuz,benshangul gumuz regroup,2007,corn,19691.6,36280.93,1.84245718986776
amhara,south wollo,2007,corn,11673.24,19024.963,1.6297928424327799
benshangul gumuz,metekel,2007,corn,11743.67,29080.376,2.47625963604223
addis ababa,region 14,2007,corn,26.3,5.081,0.19319391634980998
tigray,central tigray,2007,corn,17438.57,24398.466,1.3991093306389202
tigray,east tigray,2007,corn,5295.57,7947.504,1.50078348506393
tigray,south tigray,2007,corn,10050.39,18024.131,1.7933762769405002
afar,zone 1,2007,corn,12385.65,48164.605,3.88874261746457
afar,zone 3,2007,corn,835.35,896.4169999999999,1.07310348955528
amhara,north gondar,2007,corn,50291.5,111856.612,2.22416535597467
amhara,south gondar,2007,corn,45529.0,72790.13,1.5987640844297
amhara,north wollo,2007,corn,6826.49,9153.961,1.34094695809999
amhara,north shewa,2007,corn,6857.74,14143.796999999999,2.0624574568298
amhara,east gojam,2007,corn,48367.78,110832.19699999999,2.29144684746747
amhara,west gojam,2007,corn,143282.41,380398.43799999997,2.6548858160607405
amhara,wag himra,2007,corn,2684.1,3368.64,1.25503520733207
amhara,awi,2007,corn,55706.2,138670.573,2.48932027314733
amhara,oromia,2007,corn,5718.62,8530.821,1.4917621733914799
oromia,ilubabor,2007,corn,77351.67,163976.769,2.11988660361179
oromia,jimma,2007,corn,133855.69,313698.092,2.34355440549445
oromia,north shewa,2007,corn,4681.5,5199.356,1.11061753711417
oromia,west hararge,2007,corn,65754.52,115481.692,1.7562548095553001
oromia,east hararge,2007,corn,62368.59,132588.55599999998,2.12588670034067
somali,shinile,2007,corn,201.62,192.107,0.9528171808352349
somali,jijiga,2007,corn,29950.11,23435.257,0.782476491739096
snnpr,hadiya,2007,corn,21210.01,43839.832,2.06694065679366
snnpr,sidama,2007,corn,34929.91,73254.11200000001,2.09717437004561
snnpr,gedeo,2007,corn,6693.73,14921.282,2.22914309361148
snnpr,south omo,2007,corn,10262.49,12233.478000000001,1.1920574831254398
snnpr,bench maji,2007,corn,11693.41,28288.107999999997,2.41914958938411
snnpr,yem,2007,corn,1967.45,3628.045,1.84403415588706
snnpr,segen,2007,corn,10816.1,8305.599,0.767892216233208
snnpr,north omo,2009,corn,61471.36,104018.022,1.69213796473675
snnpr,north omo,2011,corn,46133.65,93772.196,2.0326203541232903
snnpr,north omo,2012,corn,72843.24,185007.64899999998,2.53980532716557
snnpr,north omo,2013,corn,65611.0,186565.133,2.84350387892274
snnpr,north omo,2015,corn,76432.19,249286.526,3.26153844342286
snnpr,keficho shekicho,2008,corn,11171.22,18968.421000000002,1.69797219999248
snnpr,keficho shekicho,2009,corn,21220.36,42731.665,2.01371065335367
snnpr,keficho shekicho,2011,corn,24524.22,61727.742999999995,2.51701146866241
snnpr,keficho shekicho,2012,corn,29125.31,65534.691,2.25009419642229
snnpr,keficho shekicho,2013,corn,37751.88,98220.6,2.60174062854618
snnpr,keficho shekicho,2015,corn,25181.68,75378.478,2.99338558825305
tigray,west tigray,2008,corn,30064.91,45741.804000000004,1.5214349219738201
tigray,west tigray,2009,corn,29207.08,58504.093,2.00307915067169
tigray,west tigray,2011,corn,28799.95,74104.57,2.57307981437468
tigray,west tigray,2012,corn,31419.26,92183.748,2.93398851532468
tigray,west tigray,2013,corn,35215.26,102072.525,2.8985310629539596
tigray,west tigray,2015,corn,33608.11,100772.19699999999,2.99844879703143
oromia,borena,2008,corn,50181.09,105180.994,2.09602848403652
oromia,borena,2009,corn,42970.69,95032.53,2.21156630251923
oromia,borena,2011,corn,43255.93,88364.98300000001,2.04284090065801
oromia,borena,2012,corn,64356.3,216795.389,3.3686739138203996
oromia,borena,2013,corn,62205.26,202035.49300000002,3.24788439112705
